Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE VALUATION,D.Y,"20,07%","18,61%","59,84%","18,41%","0,83%","1,57%","0,98%",-%,-%,-%,"5,44%","1,70%","2,68%","3,87%",-%,-%,-%
INDICADORES DE VALUATION,P/L,"3,48","3,71","1,94","3,75","52,95","10,40","12,85","-494,58","-14,91","-3,21","-5,80","8,85","12,04","9,01",-,-,-
INDICADORES DE VALUATION,PEG RATIO,"-0,16","-0,17",-,-,-,-,"0,00","5,10","0,26","-0,05","0,03","0,78","-0,33",-,-,-,-
INDICADORES DE VALUATION,P/VP,"1,23","1,32","1,01","1,03","1,22","1,41","1,20","0,84","0,88","0,44","0,41","0,60","0,78","0,91",-,-,-
INDICADORES DE VALUATION,EV/EBITDA,"2,60","2,70","1,57","2,39","6,50","4,82","5,37","6,19","8,05","19,44","46,75","6,94","7,55","6,37",-,-,-
INDICADORES DE VALUATION,EV/EBIT,"3,43","3,55","1,94","3,10","14,14","8,88","9,36","13,15","31,76","-37,42","-18,69","12,70","12,78","8,92",-,-,-
INDICADORES DE VALUATION,P/EBITDA,"1,74","1,86","1,01","1,46","3,49","2,78","3,04","2,75","3,40","4,40","14,28","3,32","4,79","4,84",-,-,-
INDICADORES DE VALUATION,P/EBIT,"2,29","2,45","1,24","1,90","7,58","5,11","5,30","5,84","13,41","-8,48","-5,71","6,07","8,10","6,78",-,-,-
INDICADORES DE VALUATION,VPA,"29,59","29,59","27,80","29,69","23,64","22,66","21,25","20,24","19,18","19,53","23,68","26,67","25,15","25,29",-,-,-
INDICADORES DE VALUATION,P/ATIVO,"0,46","0,50","0,37","0,41","0,38","0,45","0,39","0,27","0,27","0,12","0,16","0,28","0,37","0,50",-,-,-
INDICADORES DE VALUATION,LPA,"10,50","10,50","14,44","8,18","0,54","3,08","1,98","-0,03","-1,14","-2,67","-1,65","1,81","1,62","2,55",-,-,-
INDICADORES DE VALUATION,P/SR,"0,89","0,95","0,57","0,88","1,38","1,38","1,07","0,78","0,78","0,35","0,37","0,68","0,91","1,23",-,-,-
INDICADORES DE VALUATION,P/CAP. GIRO,"-65,60","-70,04","-538,69","12,01","62,35","-103,17","7,12","3,01","3,41","1,93","2,39","5,11","5,26","5,67",-,-,-
INDICADORES DE VALUATION,P/ATIVO CIRC. LIQ.,"-0,54","-0,58","-0,45","-0,50","-0,45","-0,51","-0,46","-0,33","-0,34","-0,15","-0,19","-0,33","-0,45","-0,63",-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/PL,"0,62","0,62","0,62","0,69","1,06","1,08","0,97","1,06","1,26","1,54","0,91","0,64","0,43","0,31","0,20","0,45","0,35"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,"0,87","0,87","0,62","0,97","3,04","2,11","2,47","3,50","4,83","15,45","32,19","3,53","2,77","1,66",-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"1,15","1,15","0,76","1,26","6,62","3,89","4,30","7,43","19,06","-29,73","-12,87","6,45","4,68","2,33","1,36","1,65","1,14"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,38","0,38","0,37","0,40","0,31","0,32","0,32","0,32","0,31","0,28","0,39","0,46","0,51","0,55","0,59","0,47","0,48"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,62","0,62","0,63","0,60","0,68","0,68","0,67","0,68","0,69","0,71","0,61","0,54","0,49","0,45","0,40","0,52","0,51"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"0,95","0,95","1,00","1,25","1,04","0,97","1,48","1,89","1,80","1,52","1,63","1,49","1,70","1,78","1,91","1,35","1,06"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"51,08%","51,08%","52,10%","48,52%","45,56%","40,40%","38,25%","32,29%","31,84%","30,65%","23,85%","22,92%","24,68%","31,63%","35,98%","40,54%","34,16%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"50,94%","50,94%","56,52%","60,50%","39,67%","49,74%","35,10%","28,29%","23,01%","7,89%","2,60%","20,61%","18,92%","25,38%",-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"38,69%","38,69%","45,89%","46,58%","18,24%","27,03%","20,13%","13,31%","5,83%","-4,10%","-6,50%","11,27%","11,19%","18,11%","21,38%","24,30%","20,33%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"25,53%","25,53%","29,37%","23,56%","2,61%","13,28%","8,31%","-0,16%","-5,25%","-10,83%","-6,40%","7,73%","7,53%","13,64%","16,61%","16,44%","15,33%"
INDICADORES DE RENTABILIDADE,ROE,"35,47%","35,47%","51,94%","27,54%","2,30%","13,58%","9,30%","-0,17%","-5,92%","-13,68%","-6,99%","6,77%","6,17%","10,10%","11,46%","18,29%","23,43%"
INDICADORES DE RENTABILIDADE,ROA,"13,35%","13,35%","19,28%","10,96%","0,72%","4,33%","3,00%","-0,05%","-1,84%","-3,87%","-2,72%","3,13%","3,13%","5,55%","6,77%","8,58%","11,29%"
INDICADORES DE RENTABILIDADE,ROIC,"21,54%","21,54%","32,28%","23,21%","6,17%","10,04%","7,70%","5,07%","2,21%","-2,56%","-3,90%","4,73%","4,56%","6,76%","7,77%","12,44%","13,28%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,52","0,52","0,66","0,47","0,28","0,33","0,36","0,34","0,35","0,36","0,43","0,40","0,42","0,41","0,41","0,52","0,74"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"17,72%","17,72%","17,72%","9,88%","-3,29%","-2,17%","0,35%","0,16%","2,97%","8,71%","13,03%","7,22%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,-%,-%,-%,-%,-%,-%,"1,81%",-%,-%,-%,-%,"-6,50%",-%,-%,-%,-%,-%
