Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE VALUATION,D.Y,"8,28%","10,10%","2,86%","5,76%","2,66%","5,48%","3,08%","3,05%","1,12%","6,29%","3,44%","2,45%","2,72%","3,85%",-%,-%
INDICADORES DE VALUATION,P/L,"9,39","11,74","6,77","6,73","13,39","13,07","13,72","11,46","9,04","5,71","9,43","10,84","11,50","8,83",-,-
INDICADORES DE VALUATION,PEG RATIO,"-0,22","-0,28",-,-,-,-,"-4,64","-2,55","-6,87","0,31","0,40","1,11","3,78",-,-,-
INDICADORES DE VALUATION,P/VP,"0,78","0,98","0,90","1,05","1,49","2,05","1,88","1,77","1,61","1,16","1,77","1,89","1,85","1,74",-,-
INDICADORES DE VALUATION,EV/EBITDA,-,-,-,-,-,"15,66",-,-,-,-,-,-,-,-,-,-
INDICADORES DE VALUATION,EV/EBIT,"15,69","19,48","6,30","5,24","55,87","21,16","12,53","8,48","5,06","10,46","7,55","8,97","8,56","7,33",-,-
INDICADORES DE VALUATION,P/EBITDA,-,-,-,-,-,"15,19",-,-,-,-,-,-,-,-,-,-
INDICADORES DE VALUATION,P/EBIT,"14,71","18,39","5,93","4,79","52,67","20,53","11,70","8,25","5,07","10,78","7,47","9,39","8,41","6,62",-,-
INDICADORES DE VALUATION,VPA,"15,62","15,62","14,97","15,41","16,20","16,58","18,02","18,08","18,09","17,61","19,37","16,86","18,31","14,53",-,-
INDICADORES DE VALUATION,P/ATIVO,"0,07","0,09","0,08","0,09","0,16","0,24","0,20","0,19","0,15","0,11","0,15","0,15","0,15","0,13",-,-
INDICADORES DE VALUATION,LPA,"1,30","1,30","1,99","2,41","1,81","2,61","2,47","2,80","3,22","3,59","3,64","2,95","2,95","2,87",-,-
INDICADORES DE VALUATION,P/SR,"0,58","0,73","0,70","1,25","2,18","2,21","2,02","1,42","0,99","0,90","1,45","1,73","1,51","1,14",-,-
INDICADORES DE VALUATION,P/CAP. GIRO,"0,57","0,71","1,27","2,75","1,24","-2,95","-2,89","-1,39","-0,83","-0,77","-2,37","-2,09","-2,02","1,66",-,-
INDICADORES DE VALUATION,P/ATIVO CIRC. LIQ.,"-0,08","-0,10","-0,09","-0,10","-0,18","-0,48","-0,44","-0,38","-0,29","-0,22","-0,38","-0,37","-0,40","-0,38",-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/PL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,09","0,09","0,09","0,11","0,11","0,10","0,10","0,10","0,09","0,09","0,09","0,09","0,09","0,08","0,08","0,09"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,91","0,91","0,91","1,07","1,06","0,90","0,90","0,90","0,91","0,91","0,91","0,91","0,91","0,92","0,92","0,91"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"11,40","11,40","8,86","5,00","5,75","0,16",-,-,-,-,-,-,-,-,-,-
INDICADORES DE EFICIÊNCIA,M. BRUTA,"30,94%","30,94%","36,23%","56,06%","50,65%","52,84%","50,91%","45,14%","44,12%","37,69%","46,00%","46,74%","53,87%","44,68%","52,53%","53,36%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,-%,-%,-%,-%,-%,"14,55%",-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"3,95%","3,95%","11,76%","26,19%","4,14%","10,76%","17,27%","17,23%","19,58%","8,38%","19,38%","18,43%","17,97%","17,28%","22,96%","20,30%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"6,18%","6,18%","10,30%","18,64%","16,29%","16,91%","14,74%","12,40%","10,98%","15,82%","15,36%","15,95%","13,14%","12,96%","14,89%","13,38%"
INDICADORES DE RENTABILIDADE,ROE,"8,33%","8,33%","13,41%","15,61%","11,01%","15,56%","13,34%","14,56%","16,99%","19,97%","18,64%","17,24%","15,87%","18,53%","19,47%","18,74%"
INDICADORES DE RENTABILIDADE,ROA,"0,73%","0,73%","1,18%","1,65%","1,17%","1,53%","1,27%","1,40%","1,50%","1,77%","1,65%","1,48%","1,41%","1,52%","1,65%","1,69%"
INDICADORES DE RENTABILIDADE,ROIC,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,12","0,12","0,11","0,09","0,07","0,09","0,09","0,11","0,14","0,11","0,11","0,09","0,11","0,12","0,11","0,13"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"8,37%","8,37%","8,37%","-5,09%","-3,00%","4,51%","7,69%","9,90%","14,02%","11,42%","10,01%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"-4,12%","-4,12%","4,42%","5,49%","-2,43%","6,54%","5,99%","8,64%","10,31%","12,78%","13,08%",-%,-%,-%,-%,-%
