Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE VALUATION,D.Y,"3,08%","3,18%","3,73%","7,99%","4,83%","3,63%",-%,"7,47%",-%,"0,97%","60,58%","33,29%","31,79%","6,38%",-%,-%
INDICADORES DE VALUATION,P/L,"35,00","33,85","27,37","9,17","9,16","4,84","2,87","-17,41","10,22","-0,98","-3,65","-2,17","-2,06","9,73",-,-
INDICADORES DE VALUATION,PEG RATIO,"-1,10","-1,07",-,-,-,-,"0,00","0,11","-0,08","0,00","0,07","0,22","0,01",-,-,-
INDICADORES DE VALUATION,P/VP,"0,99","0,96","0,90","0,68","0,79","0,73","0,69","0,73","0,79","0,34","0,20","0,22","0,21","0,47",-,-
INDICADORES DE VALUATION,EV/EBITDA,"9,31","9,13","14,52","6,38","9,96","6,96","4,48","18,15","4,03","-4,52","-241,04","-9,00",-,-,-,-
INDICADORES DE VALUATION,EV/EBIT,"10,20","10,00","16,98","6,31","10,18","10,22","4,43","10,40","4,43","-3,86","-22,09","-6,39","-5,22","12,23",-,-
INDICADORES DE VALUATION,P/EBITDA,"7,39","7,15","11,02","4,19","6,58","4,17","2,10","8,62","2,00","-1,32","-61,71","-3,64",-,-,-,-
INDICADORES DE VALUATION,P/EBIT,"8,10","7,84","12,88","4,14","6,73","6,12","2,08","4,94","2,19","-1,13","-5,66","-2,58","-1,56","8,44",-,-
INDICADORES DE VALUATION,VPA,"49,03","49,03","48,02","48,52","46,83","52,42","41,06","31,30","32,68","31,12","41,80","44,72","49,60","56,81",-,-
INDICADORES DE VALUATION,P/ATIVO,"0,40","0,39","0,37","0,28","0,32","0,29","0,21","0,18","0,21","0,09","0,08","0,10","0,10","0,22",-,-
INDICADORES DE VALUATION,LPA,"1,39","1,39","1,58","3,60","4,04","7,91","9,80","-1,30","2,53","-10,68","-2,24","-4,57","-5,09","2,76",-,-
INDICADORES DE VALUATION,P/SR,"3,18","3,08","2,92","1,50","2,00","1,87","1,53","1,04","0,58","0,43","0,37","0,56","0,51","1,07",-,-
INDICADORES DE VALUATION,P/CAP. GIRO,"4,13","4,00","4,29","3,27","3,09","3,43","3,69","9,68","-18,77","10,56","0,98","1,01","0,86","3,45",-,-
INDICADORES DE VALUATION,P/ATIVO CIRC. LIQ.,"-0,51","-0,50","-0,45","-0,35","-0,43","-0,38","-0,28","-0,23","-0,25","-0,12","-0,10","-0,14","-0,14","-0,29",-,-
